barcode_src,title_src,author_src,date1_src,date2_src,include_yn,reason,firstpub,pubplace,authgender,authnationality,authordates,author_profession,page_count_src,token_count_o200k_base_gen,language_src,topic_or_subject_gen,topic_or_subject_score_gen,genre_or_form_src,general_note_src,ocr_score_src,ocr_score_gen,likely_duplicates_barcodes_gen,identifiers_src,hathitrust_data_ext,is_english_1831_1930
32044021076013,"Southern institutes; or, An inquiry into the origin and early prevalence of slavery and the slave-trade: with an analysis of the laws, history, and government of the institution in the principal nations, ancient and modern, from the earliest ages down to the present time. With notes and comments in defence of the southern institutions.","Sawyer, George S.",1858,,y,slavery,1858,Philadelphia,m,US,,lawyer from Louisiana,408.0,251076.0,eng,SOCIAL SCIENCES,0.9161810875,,,94.0,99.0,,"{'lccn': array(['11011635'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)06187080'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044021076013', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044004446480,Anadol; the last home of the faithful.,"Skene, James Henry.",1853,,y,description of Turkey,1853.0,London,m,Scottish,1812-1886,British consul in Aleppo,374.0,116217.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.5425892472,,,96.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)10700022'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044004446480', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044077890390,Regeneration,"Sears, Edmund H.",1859,,y,questions about original sin,1859.0,Boston,m,US,1810-1876,Unitarian clergyman,264.0,85136.0,eng,TECHNOLOGY,0.3567870557,,,92.0,100.0,['32044073546400' 'HW3B64' 'HWT7KM'],"{'lccn': array(['35022150'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)04691331'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044077890390', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044103125258,Siluria. A history of the oldest fossiliferous rocks and their foundations; with a brief sketch of the distribution of gold over the earth.,"Murchison, Roderick Impey",1859,,y,geology,1852.0,London,m,Scottish,1792-1871,geologist,746.0,471949.0,eng,SCIENCE,0.9996972084,,Some of the plates are printed on both sides.,93.0,96.0,,"{'lccn': array(['12009355'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)09523273'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044103125258', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044000196873,"Elements of algebra : on the basis of M. Bourdon, embracing Sturm's and Horner's theorems : and practical examples","Davies, Charles",1860,1853.0,y,,1853.0,,,,,mathematician,412.0,174298.0,eng,SCIENCE,0.9993632436,,Binder's title: Davies' Bourdon.,92.0,90.0,,"{'lccn': array(['15008895'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)03212492'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044000196873', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044015470446,"The spirit proper to the times : a sermon preached in King's Chapel, Boston, Sunday, May 12, 1861","Walker, James",1861,,y,Unitarian sermon,1861.0,Boston,m,US,,Unitarian clergyman,20.0,4179.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.9992902279,"sermons, History, Sermons",,76.0,100.0,,"{'lccn': array(['12020601'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)783497'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044015470446', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044080707920,"Notes on sea-coast defence: consisting of sea-coast fortification, the fifteen-inch gun, and casemate embrasures.","Barnard, J. G.",1861,,y,fortification,1861.0,New York,m,US,1815-1882,military engineer,132.0,31690.0,eng,MILITARY SCIENCE,0.4919785261,,Errata at end of book.,81.0,99.0,,"{'lccn': array(['es 13000101'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)01543355'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044080707920', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044081252165,Llandudno: its history and natural history;,"Parry, R.",1861,,y,Welsh description,1861.0,Llandudno,m,Welsh,1803-1897,Independent minister,244.0,94984.0,eng,SCIENCE,0.9988257289,,,94.0,98.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)11605801'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044081252165', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044001749415,Rue Erring. A poem.,"Clark, E. H. G.",1862,,y,obscure poem,1862,,,,,,90.0,24717.0,eng,LANGUAGE AND LITERATURE,0.9961264729,,,77.0,98.0,,"{'lccn': array(['21019347'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)03498069'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044001749415', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044058173782,"Notes on Ceylon and its affairs : during a period of thirty-eight years, ending in 1855, to which are appended some observations on the antiquity of Point de Galle, and on the pearl fishery","Steuart, James",1862,,y,colonial,1862.0,London,m,UK,1790-1870,merchant and colonial administrator,222.0,85008.0,eng,SCIENCE,0.9612118006,,,88.0,99.0,,"{'lccn': array(['20010929'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)02044882'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044058173782', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044107324451,"Old bones; or, Notes for young naturalists, on vertbebrate animals, their fossil predecessors and allies.","Symonds, W. S.",1864,,y,skeptical of evolution,1864.0,London,m,UK,1818-1887,cleric and geologist,224.0,95675.0,eng,SCIENCE,0.9995373487,,,89.0,97.0,,"{'lccn': array(['12012258'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)06375464'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044107324451', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044097024160,Comparative geography,"Ritter, Carl",1865,,y,,1865,,,,,,232.0,95852.0,eng,GEOGRAPHY. ANTHROPOLOGY. RECREATION,0.9991311431,,"Translation of the author's Allegemeine erdkunde, Berlin, 1862.",94.0,100.0,['32044097024335' 'HN21WA'],"{'lccn': array(['05041057'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)03401276', '(OCoLC)04742473'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044097024160', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044105216501,Catholic world.,,1865,1971.0,y,Catholic perspective,1918.0,New York,,US,,,1046.0,565532.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.9970328808,,A monthly magazine of general literature and science.,96.0,100.0,,"{'lccn': array(['17024439'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)03827631', '(OCoLC)01553602'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044105216501', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044107272536,Our American Sylva.,"Janes, Isabella.",1865,1866.0,y,botany; scientific and economic writing by a woman,1865.0,Philadelphia,f,US,1819-1901,writer and abolitionist,178.0,84602.0,eng,LANGUAGE AND LITERATURE,0.9737699032,,"The American Exchange and Review. Vol. VI. No. 6, Vol VII Nos 1-6, Vol VIII Nos 1-6. 1865-1866.",92.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)79104291'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044107272536', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044021677042,"Way down East; or, Portraitures of Yankee life.","Smith, Seba",1866,,y,local humor,1854.0,Philadelphia,m,US,1792-1868,humorist,404.0,114381.0,eng,HISTORY OF THE AMERICAS,0.3937620819,,,94.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)21767614'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044021677042', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
AH5AZI,"Ecce cÅ“lum; or, Parish astronomy. In six lectures.","Burr, E. F.",1867,,y,lyrical Christian astronomy; contrast Gummere,1867.0,Boston,m,US,1818-1907,pastor from Connecticut,230.0,69890.0,eng,SCIENCE,0.9997125268,,,90.0,99.0,['HN1ECJ'],"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)16347398'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.ah5azi', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
HWRRT6,The history of the Navy during the rebellion,"Boynton, Charles Brandon",1867,1868.0,y,military history,1868.0,New York,m,US,1806-1883,chaplain of the US Congress,662.0,322153.0,eng,NAVAL SCIENCE,0.9948120117,History,,90.0,99.0,,"{'lccn': array(['02017919'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)01400510'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hwrrt6', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-13'}",TRUE
32044011466620,The seven curses of London,"Greenwood, James.",1869,,y,obscure fiction,1869.0,,,,,,382.0,180400.0,eng,LANGUAGE AND LITERATURE,0.9758480191,,,93.0,100.0,,"{'lccn': array(['10022310'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)00500715'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044011466620', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044013670609,"Juliette; or, Now and forever.","Leslie, Madeline (Harriette Newell Woods Baker)",1869,,y,obscure enough,1866.0,US,f,US,,novelist and writer of books for children,430.0,138319.0,eng,LANGUAGE AND LITERATURE,0.9975925088,,,95.0,100.0,,"{'lccn': array(['06006881'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)03213569'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044013670609', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044024353302,The reign of law,"Argyll, George Douglas Campbell",1871,,y,evolution,1867.0,London,m,Scottish,1823-1900,polymath and liberal statesman,564.0,176437.0,eng,LAW,0.991717279,,,93.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)14996838'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044024353302', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
HN63IW,Black's guide to Dorsetshire.,Adam and Charles Black (Firm),1872,,y,travel guide,1872.0,Edinburgh,,UK,,,192.0,94541.0,eng,SCIENCE,0.7760666013,,,93.0,98.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)82620017'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn63iw', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
HNAJHT,Ethel Mildmay's follies : a story,"King, Katharine.",1872,,y,fiction,1872.0,Boston,f,US,b. 1844,novelist,192.0,220299.0,eng,LANGUAGE AND LITERATURE,0.9944232106,,,92.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)13292825'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hnajht', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044024324212,Caliban : the missing link,"Wilson, Daniel",1873,,y,Shakespeare and evolution!,1873.0,London,m,Canadian,1816-1892,archaeologist,356.0,145643.0,eng,LANGUAGE AND LITERATURE,0.9927734733,,"""With a commentary on ... 'The Tempest', and 'A midsummer night's dream'.""--p. xii.",95.0,100.0,,"{'lccn': array(['22000041'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)02661199'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044024324212', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044080897416,"Bella, or, The cradle of liberty : a story of insane asylums","Berry, Martha E.",1874,,y,fiction,1874.0,Boston,f,US,,novelist,364.0,144189.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.543853581,,,95.0,99.0,,"{'lccn': array(['06011711'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)04821905'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044080897416', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
HN1L7Z,"Wild berry wine,","Cannan, Joanna",1925,,y,quite obscure fiction,1925.0,New York,f,US,b. 1898,novelist,332.0,123737.0,eng,LANGUAGE AND LITERATURE,0.9277409911,,"""Printed in Great Britain.""",92.0,99.0,,"{'lccn': array(['25013306'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)12880367'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn1l7z', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
HN2VGI,Electrical circuits and machinery,"Morecroft, John H.",1925,9999.0,y,,1925,,,,,,488.0,241289.0,eng,TECHNOLOGY,0.9987149239,,,94.0,97.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)20509360'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn2vgi', 'rights_code': 'pdus', 'reason_code': 'gfv', 'last_check': '2025-05-12'}",TRUE
32044019281872,"Eve walks in her garden,","Garnett, Louise Ayres.",1926,,y,"medium-obscure, but published in Poetry Magazine",1926.0,New York,f,US,1877-1937,poet and playwright,144.0,13317.0,eng,LANGUAGE AND LITERATURE,0.9914003611,,Poems.,80.0,98.0,,"{'lccn': array(['26019170'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)03177328'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044019281872', 'rights_code': 'pdus', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044032245516,"The Court Psychologist,","Goldsmith, Ethel F.",1926,1925.0,y,questions idea of abnormal psychology,1925.0,New York,f,US,,psychologist,12.0,3634.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.9991674423,,"""Reprinted from The development of juvenile courts and probation, Proceedings of the National Probation Association, 1925.""",71.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)84574324'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044032245516', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044080532138,Into the heart of Colombia by hydroplane.,"Penfield, Walter Scott",1926,1926.0,y,cool,1926,,,,,,16.0,4925.0,eng,SCIENCE,0.2563967109,,"At head of title: The Pan American Union., Cover serves as title-page., ""Reprinted from the October, 1926, issue of the Bulletin of the Pan American Union.""",97.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)83292474'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044080532138', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
HN3JKA,"A guide for freshman college English, with freshman themes,","Stanley, Carrie Ellen.",1926,,y,has examples of topic sentences!,1926.0,New York,f,US,1886-1962,English professor,222.0,65079.0,eng,LANGUAGE AND LITERATURE,0.9995123148,,"""Reading"": p. 179-193.",86.0,99.0,,"{'lccn': array(['26015557'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)5151773'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn3jka', 'rights_code': 'pdus', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
HNSXFL,"Protestantism's contribution to character building in a democracy; an address delivered at the Quadrennial Convention of the International Council of Religious Education, at Birmingham, Alabama, April 13, 1926.","Athearn, Walter S.",1926,,y,Dewey + Protestantism: argues against Catholic parochial schools,1926.0,,,,1872-1934,professor of religious education,24.0,5581.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.9926134348,,Pamphlet.,72.0,97.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)236082561'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hnsxfl', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044058179482,"Psychology of character,","Allport, Gordon W.",1927,,y,he's famous but this book is not; it's actually a review of a book by A. A. Roback,1927.0,Boston,m,US,1897-1967,psychologist,20.0,3931.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.9993525147,,"""Offprinted from the Psychological Bulletin, Vol. 24, No. 12, December, 1927"", pp. 717-723.",56.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)84575713'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044058179482', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044070803416,Report of the Committee on the International code of signals ...,International radiotelegraph conference,1927,,y,radio standards,1927.0,"Washington, DC",,,,,32.0,10724.0,eng,MILITARY SCIENCE,0.2804325819,,Caption title.,87.0,98.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)79714386'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044070803416', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
HN1SJM,"The coasts of adventure, an adventure story.","Graham, James",1927,,y,fiction; very obscure,1927,,,,,,254.0,95177.0,eng,SCIENCE,0.3932994902,,,96.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)43710577'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn1sjm', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
HN3KRP,"Exercises in thinking and expressing for use in day schools, evening schools, adult classes, etc.","Marriott, J. W.",1927,,y,,1927,,,,,,176.0,53029.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.8541948199,,,93.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)8988651'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn3krp', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044032080806,The peril of narcotic drugs.,"Hobson, Richmond Pearson",1928,,y,drugs,1928.0,"Washington, DC",m,US,1870-1937,naval officer and proponent of Prohibition,20.0,11750.0,eng,MEDICINE,0.9944813251,,"Printed in the U.S. Senate Record Jan. 18, 1928 at the request of Hon. Hugo L. Black.",86.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)19574086'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044032080806', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044055060859,What are you going to do? A brief survey of some of the vocations open to college women.,Radcliffe College.,1928,,y,professions for women,1928.0,Boston,,US,,,20.0,9068.0,eng,EDUCATION,0.9895546436,,"Cover serves as title-page., ""Appeared in the Radcliffe Daily, 1927-1928.""",78.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)78550467'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044055060859', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044080919772,"Frank Norris, or, Up from culture,","Dobie, Charles Caldwell",1928,,y,obscure fiction,1928,,,,1881-1943,,18.0,13465.0,eng,LANGUAGE AND LITERATURE,0.8490869403,,"Caption title., Essay., Detached from the American mercury, v. 13, no. 52, Apr. 1928.",80.0,99.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)19213154'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044080919772', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044088679782,The destiny of East Africa.,"Buell, Raymond Leslie",1928,,y,critique of imperialism,1928.0,New York,m,US,1896-1946,scholar of foreign policy,28.0,10384.0,eng,SCIENCE,0.5420145392,,"""Reprinted from Foreign Affairs, an American Quarterly Review.""",86.0,98.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)43661771', '(OCoLC)82857729'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044088679782', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
HN1UN3,"The corpse on the bridge,","Barry, Charles",1928,,y,"not completely obscure, but second rank",1928.0,New York,m,UK,b. 1877,,286.0,100905.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.2056263983,Mystery fiction,"""Three Owls edition""",94.0,98.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)22778267'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn1un3', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
HN1K7P,The thought arouser,"Van Amburgh, Fred De Witt, 1866-",1929,,y,apothegms,1929.0,New York,m,US,b. 1866,editor,368.0,84730.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.9912875295,,,94.0,100.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)29943510'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn1k7p', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
HN33JT,Training for social expression,"Seman, Philip L.",1929,,y,reflections on education from a Jewish perspective,1929.0,Chicago,m,US,1881-1957,educator and social worker,174.0,101298.0,eng,SOCIAL SCIENCES,0.98394382,,"Report no. 16 on the activities of the Jewish People's Institute of Chicago for the period beginning January 1, 1928 and ending December 31 of the same year.",92.0,98.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)10627855'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn33jt', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044001062884,"The story of Deerfield,","Fuller, Mary Williams.",1930,,y,,1930,,f,US,,,76.0,12731.0,eng,HISTORY OF THE AMERICAS,0.9927063584,,"On cover: The story of Deerfield, 1630-1930.",78.0,99.0,,"{'lccn': array(['30018546'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)5213618'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044001062884', 'rights_code': 'pdus', 'reason_code': 'ren', 'last_check': '2025-05-12'}",TRUE
HN316P,"Progressive indexing and filing for schools : a text arranged for courses of various lengths covering the fundamentals of indexing and filing, with detailed instruction for classroom practice work.",Library Bureau.,1930,1928.0,y,useful exam questions,1928.0,Buffalo,,US,,,136.0,84609.0,eng,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES (GENERAL),0.9965472817,,"""Catalog no. 1894."", Reprint. Originally published: Revised ed., 1928., Includes index.",90.0,95.0,,"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)7901541'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn316p', 'rights_code': 'pdus', 'reason_code': 'ren', 'last_check': '2025-05-12'}",TRUE
HNJ7GF,Theories of social progress; a critical study of the attempts to formulate the conditions of human advance.,"Todd, Arthur James",1930,1918.0,y,interesting; author not famous,1930.0,New York,m,US,1878-1948,sociologist,600.0,245967.0,eng,SOCIAL SCIENCES,0.9991889596,,,94.0,99.0,['32044011658572' 'HNJ7GG'],"{'lccn': array([], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array([], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hnj7gf', 'rights_code': 'pdus', 'reason_code': 'cdpp', 'last_check': '2025-05-12'}",TRUE
32044087388245,Girls and Women,"Paine, Harriet Eliza",1890,,y,conduct book,1890.0,US,f,US,1845-1910,,,,,,,,,,,,,,
32044005533252,Women's work,"Bulley, A. Amy",1894,,y,changes in gender roles,1894.0,London,f,UK,unknown,,240.0,94857.0,eng,PHILOSOPHY. PSYCHOLOGY. RELIGION,0.3595198094844820,,,93.0,99.0,,"{'lccn': ['11021210'], 'isbn': ['0524032238 (microfiche)'], 'ocolc': ['(OCoLC)15538932', '(OCoLC)03618944', '(OCoLC)22959226']}","{'url': 'https://hdl.handle.net/2027/hvd.32044005533252', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
hn1imp,"Narcotic drug addiction, the modern scourge,","Hinckley, Livingston Spraker",1918,,y,,1918.0,US,m,US,-1855,,48.0,9308.0,eng,MEDICINE,0.945810378,,,88.0,99.0,,"{'lccn': array(['18009301'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)36101817'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.hn1imp', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044103069654,Journal of the American Chemical Society.,American Chemical Society.,1879,9999,y,,1918.0,US,u,US,-1864,,1032.0,707538.0,eng,SCIENCE,0.999739349,"Computer network resources, Electronic journals","Proceedings of the Society are included in v. 1-59, 1879-1937.",95.0,96.0,['32044102909884' 'HS1T2Y'],"{'lccn': array(['16003159 //r983'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)01226990'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044103069654', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
32044097027296,The school garden book,"Weed, Clarence Moores",1909,,y,not actually written for kids,1909.0,US,m,US,,,360.0,100572.0,eng,AGRICULTURE,0.997101843,,,92.0,100.0,,"{'lccn': array(['09025771'], dtype=object), 'isbn': array([], dtype=object), 'ocolc': array(['(OCoLC)02841912'], dtype=object)}","{'url': 'https://hdl.handle.net/2027/hvd.32044097027296', 'rights_code': 'pd', 'reason_code': 'bib', 'last_check': '2025-05-12'}",TRUE
