barcode_src,title_src,author_src,firstpub,reason,pubplace,authgender,authnationality,authordates,author_profession,page_count_src,token_count_o200k_base_gen,genre,abstention_question_count,character_modeling_question_count,constrained_generation_question_count,inference_question_count,knowledge_question_count,phrase_cloze_question_count,sentence_cloze_question_count,topic_sentence_question_count,unknown_question_count,total_question_count
32044088989421,The doctrine of probation examined with reference to current discussions,"Emerson, George H.",1883.0,"""Universalist Publishing House""",US,m,US,1822-1898,Universalist preacher,184.0,59581.0,,0,0,1,0,0,0,0,0,0,1
hwrcdt,Figure skating,"Yglesias, H. R.",1905.0,text has lots of figures -- tricky for OCR,UK,m,UK,1867-1949,author,122.0,25442.0,,0,0,0,0,0,1,2,0,0,3
32044091987974,"The lighting art, its practice and possibilities,","Luckiesh, Matthew",1917.0,,US,m,US,1883-1967,physicist,248.0,101918.0,,0,0,1,0,0,4,3,1,0,9
32044106226129,The Nature-study review : devoted to all phases of nature-study in elementary schools.,,1920.0,,US,u,US,,,502.0,221317.0,,0,0,0,0,0,1,2,2,0,5
32044081513434,Annals of surgery.,,1908.0,,US,u,US,,,724.0,345183.0,,0,0,0,0,0,1,2,0,0,3
32044081498354,Story plays old and new.,"Varney, Alice Sumner.",1915.0,,US,f,US,?,writer,184.0,37452.0,,0,0,0,0,0,1,1,0,0,2
32044055060529,"Report of the Special committee on outdoor alms of the town of Hartford, A.D. 1891.",Hartford (Conn.).,1891.0,,US,u,US,,,188.0,102214.0,,0,0,0,0,0,0,2,0,0,2
32044086056843,"Blood and iron; origin of German empire as revealed by character of its founder, Bismarck,","Greusel, John Hubert",1915.0,,US,m,US,-1868,writer,272.0,117156.0,,0,0,0,0,0,0,0,0,0,0
hn5bs8,Columbian cyclopedia.,,1897.0,vol 23 Paysandu-Pittston,,,,,,898.0,641114.0,,0,0,1,1,52,0,0,0,0,54
hnpeij,Ten degrees backward,"Fowler, Ellen Thorneycroft",1915.0,,US,f,US,1860-1929,,344.0,131851.0,novel,0,8,0,0,0,0,0,0,0,8
hn3gcw,"Stanley's adventures in the wilds of Africa : a graphic account of the several expeditions of Henry M. Stanley into the heart of the dark continent : covering Stanley's expedition to find Livingstone, his crossing the continent and exploration of the Congo from its headwaters to the ocean, his establishment of the Congo free state, and his last great achievement, the discovery and deliverance of Emin Asha [sic]","Headley, J. T.",1892.0,,US,m,US,1813-1897; 1857-1931,"clergyman, historian, and adventurer",550.0,161853.0,,0,0,1,0,0,1,2,0,0,4
hnb12h,The spirit of modern philosophy : an essay in the form of lectures,"Royce, Josiah",1892.0,need philosophy,US,m,US,1855-1916,philosopher,552.0,257725.0,,0,0,0,0,0,2,1,1,0,4
hx4lme,"The ethnogeography of the Tewa Indians,","Harrington, John Peabody.",1916.0,,US,m,US,1864-1956,linguist and ethnologist,824.0,530276.0,,0,0,0,0,0,0,1,0,0,1
hnrtbq,The medicolegal aspect of accidents caused by the RÃÂ¶ntgen rays.,"Beck, Carl",1904.0,very periodized aspect of medicine; author is professor of medicine,US,m,US,1856-1911,physician,28.0,8889.0,,0,0,0,0,0,1,2,0,0,3
32044102873361,"Elements of the theory and practice of cookery; a textbook of household science, for use in schools,","Williams, Mary E.; Fisher, Katharine Rolston",1901.0,cooking,US,f,US,1853-1916,bibliographer and suffragist,420.0,133150.0,,3,0,0,0,0,1,2,1,0,7
hc4z9l,Practical points in the management of some of the diseases of children.,"Love, Isaac Newton.",1891.0,we have professional medicine but this is popular,US,m,US,unknown,physician,176.0,52680.0,,0,0,0,0,0,0,2,0,0,2
32044004506143,The land of the czar.,"Wahl, O. W.",1875.0,need something early,UK,m,unknown,unknown,,414.0,185100.0,,0,0,0,1,0,5,2,0,0,8
32044019036185,The American journal of psychology.,,1887.0,changed barcode to be 1887 volume,US,unknown,unknown,unknown,,478.0,266805.0,,0,0,0,0,0,0,0,1,0,1
hn1neb,Our Saturday nights.,"Pomeroy, Mark M.",1879.0,early; weird; author is partisan Democratic newspaper editor,US,m,US,1833-1896,,288.0,58941.0,book of sketches,0,0,0,0,0,0,0,0,0,0
32044107216350,"The roll of the Royal College of Physicians of London : comprising biographical sketches of all the eminent physicians whose names are recorded in the Annals from the foundation of the college in 1518 to its removal in 1825, from Warwick Lane to Pall Mall East","Munk, William",1878.0,early; biography,UK,m,UK,1816-1898,physician,550.0,299133.0,,0,0,2,0,0,0,0,0,0,2
32044092001494,Sanitary construction in building.,"Hasluck, Paul N.",1906.0,we don't have much on building,UK,m,UK,1854-1931,writer and editor,168.0,79221.0,,0,0,1,0,0,0,0,0,0,1
32044020439832,"Heredity, health and personal beauty","Shoemaker, John V.",1890.0,heredity,US,m,unknown,1852-1910,surgeon and dermatologist,510.0,246754.0,,0,0,2,0,0,0,0,0,0,2
32044088937081,"How to help cases of distress: a handy reference book for almoners and others,","Loch, Charles Stewart",1895.0,"philanthropy; author was ""Secretary of the Society for the Organisation of Charitable Relief and the Repression of Mendicity""",UK,m,UK,1849-1923,professor of economics,226.0,155750.0,,0,0,0,0,0,0,2,0,0,2
hx5bww,Code standard English grammar.,"Mason, C. P.",1883.0,has exercises that can be directly adapted into questions; author classical scholar,UK,m,UK,1820-1900,writer,204.0,89501.0,,0,0,0,3,0,0,0,0,0,3
tz1ae8,Appletons' popular science monthly.,,1896.0,,US,unknown,unknown,unknown,,910.0,589532.0,,0,0,4,0,0,0,0,3,0,7
hn54kd,"CyclopÃ¢ËÅ¡ÃÂ¶dia illustrations [Letter from the New Haven Palladium signed P.K., and other adverse criticisms on Johnson's New Universal cyclopÃ¢ËÅ¡ÃÂ¶dia.]",,1877.0,crazy polemic; early,unknown,unknown,unknown,unknown,,48.0,41826.0,,0,0,0,0,0,0,0,0,0,0
hn31p1,Rosine,"Whyte-Melville, G. J.",1875.0,early,UK,m,Scottish,1821-1878,,304.0,111037.0,historical romance,0,7,0,0,0,0,0,0,0,7
hnp3vu,Green pastures and Piccadilly. A novel.,"Black, William",1877.0,early; Scottish writer,US,m,Scottish,1841-1898,,396.0,213124.0,novel,0,9,0,0,0,0,0,0,0,9
32044037714573,Ancient cities from the dawn to the daylight,"Wright, William Burnet",1886.0,author is a Congregational clergyman; perspectivally interesting effect on his writing,US,,,,Congregational clergyman,332.0,94739.0,,0,0,0,0,0,2,0,0,0,2
hn2wrs,"Life histories of animals, including man; or, Outlines of comparative embryology,","Packard, A. S.",1876.0,AmericanÃÂ entomologistÃÂ andÃÂ palaeontologist,US,m,US,1839-1905,embryologist,266.0,121290.0,,0,0,0,0,0,1,1,0,0,2
hwaq3t,"Trouting on the BrulÃ¢ËÅ¡ÃÂ© River, or Summer-wayfaring in the northern wilderness.","King, John Lyle.",1880.0,,US,m,US,unknown,lawyer and writer known for his vivid essays,316.0,99768.0,,0,0,0,0,0,1,1,0,0,2
hxdi9b,"Sea and bay; a poem of New England,","Stork, Charles Wharton",1916.0,,US,m,US,1881-1971,poet and translator,192.0,30606.0,,0,0,2,1,0,0,0,0,0,3
hw3exy,"The history of Canada under French rÃÂ©gime. 1535-1763. With maps, plans, and illustrative notes.","Miles, Henry H.",1881.0,need 1880s; anglophone author born in England,CA,m,CA,1818-1895,professor,572.0,276523.0,,0,0,0,0,1,6,3,0,0,10
hnqune,"Will socialism benefit the English people? : verbatim report of a debate between H. M. Hyndman and Charles Bradlaugh, held at St. James' Hall on April 17th, 1884, Professor Beesly in the chair.","Hyndman, H. M. ; Bradlaugh, Charles",1884.0,debate between two opposed pov's; important to check,UK,m,UK,1842-1921; 1833-1891,politician,50.0,21827.0,,0,0,4,0,0,4,3,0,0,11
32044091856823,"A text-book on applied mechanics : specially arranged for the use of science and art, city and guilds of London Institute and other engineering students","Jamieson, Andrew",1895.0,has exercises that can be directly adapted into questions; author Scottish engineer,UK,m,Scottish,1849-1912,professor of electrical engineering,448.0,195920.0,,0,0,0,7,1,0,0,0,0,8
32044102905502,Annals of mathematics.,,1916.0,,US,unknown,unknown,unknown,,242.0,139875.0,,0,0,0,0,0,0,0,0,0,0
32044038099461,Elphinstone's Introduction to conveyancing : with an appendix dealing with registered land.,"Elphinstone, Howard Warburton",1906.0,law,UK,m,UK,1830-1917,,676.0,357119.0,,0,0,0,0,0,0,0,0,0,0
hwe9t3,St. Katherine's by the tower : a novel,"Besant, Walter",1891.0,,UK,m,UK,1836-1901,,336.0,81629.0,historical novel,0,4,0,0,0,0,0,0,0,4
32044044504728,The conquest of arid America,"Smythe, William Ellsworth",1900.0,irrigation,US,m,US,1861-1922,journalist,486.0,139843.0,,0,0,0,1,0,0,0,0,0,1
32044019979996,A textbook of physiology,"Foster, M.",1888.0,,UK,m,UK,1836-1907,physician and professor,382.0,222470.0,,0,0,3,0,0,5,3,0,0,11
hxdn6e,"Historia amoris; a history of love, ancient and modern,","Saltus, Edgar",1906.0,,US,m,US,1855-1921,"biographer, essayist, historian, novelist, and poet",302.0,91826.0,,0,0,0,0,0,4,3,0,0,7
32044097002315,Exercises in arithmetic.,"Wentworth, G. A.",1889.0,valuable arithmetic exercises involving pecks and rods,US,m,US,1835-1906,mathematics teacher,476.0,196994.0,,1,0,0,13,0,0,0,0,0,14
hwysm9,An outline of English local government,"Jenks, Edward",1894.0,local government,UK,m,UK,1861-1939,jurist and writer,278.0,104971.0,,0,0,0,0,0,5,3,0,0,8
hw2bq6,"Kin-da-shon's wife; an Alaskan story,","Willard, Carrie M. W.",1892.0,author listed as Mrs Eugene S White,US,f,US,1853-1915,,316.0,120407.0,novel with ethnographic elements,0,9,1,0,0,0,0,0,0,10
hn5ezx,Round the world in silence,"Kent, Annabelle.",1911.0,travel while deaf,US,f,US,unknown,,256.0,80464.0,,0,0,5,0,0,5,2,0,0,12
32044054092978,Traces of the plan of our being so far as revealed in the mental plan and in the preparation therein for the precepts and doctrines of Christ : the state intermediate and the agencies mediatorial,"Mansfield, L. W.",1884.0,mill worker who wrote on Christian themes,US,m,US,1816-1898,author interested in reconciling Christianity with science,228.0,92273.0,,0,0,1,0,0,0,0,0,0,1
hc16zc,"Gould and Pyle's cyclopedia of practical medicine and surgery, with particular reference to diagnosis and treatment.","Gould, George M.",1912.0,,,,,,physician,680.0,904015.0,,0,0,1,0,1,0,0,0,0,2
hnqphe,The web : a novel,"Kummer, Frederic Arnold",1919.0,wartime mystery novel,US,m,US,1873-1943,,296.0,78604.0,story of wartime espionage,0,5,0,0,0,0,0,0,0,5
hwxklx,Foreign exchange : the financing mechanism of international commerce,"Furniss, Edgar S.",1922.0,,US,m,US,1890-1972,,430.0,198144.0,,0,0,0,0,0,0,0,1,0,1
hn6gyz,"The book of forty puddings,","Brown, Susan Anna.",1882.0,cookbook,US,f,US,unknown,,64.0,4874.0,,0,0,0,0,0,0,0,0,0,0
hn5vue,"Supplement to Encyclopedia britannica (ninth edition) : a dictionary of arts, sciences, and general literature.",,1889.0,reference,UK,unknown,unknown,unknown,,800.0,1240242.0,,0,0,0,0,1,0,0,0,0,1
32044028293736,Ethics for children : a guide for teachers and parents,"Cabot, Ella Lyman.",1910.0,conduct book; woman author,US,f,US,1866-1934,,296.0,111107.0,,0,0,1,0,0,5,1,0,0,7
hn23kk,The Lowell lectures on the ascent of man,"Drummond, Henry",1894.0,author is an evangelist and biologish,UK,m,Scottish,1851-1897,"evangelist, scientist, writer, and lecturer",374.0,137526.0,,0,0,4,0,0,5,3,0,0,12
32044010592319,Spicewood.,"Reese, Lizette Woodworth",1921.0,poetry; some free verse,US,f,US,1856-1935,poet and teacher,72.0,9368.0,,0,0,3,2,0,0,0,0,0,5
hn1eg5,"Radio up to the minute,","Irwin, John R.; Nilson, Arthur R.",1924.0,radio,US,m,US,1897-1945,radio engineer,408.0,105196.0,,2,0,0,0,2,5,2,2,0,13
32044080290661,Author vs. publisher,"Geddes, James",1923.0,publishing,US,m,US,1858-1948,,16.0,5836.0,,0,0,0,0,0,0,0,0,0,0
hn52hs,The Encyclopedia Americana,,1918.0,reference work; volume B,US,unknown,unknown,unknown,,,,,8,0,0,0,0,0,0,0,0,8
hn1nxy,Centennial Gleanings,"McCarthy, Kate",1876.0,need early poems,US,f,US,unknown,,,,,0,0,4,0,0,0,0,0,0,4
iaappleton,The American Cyclopedia of General Knowledge,"Ripley, George; Dana, Charles A.",1879.0,"Vol 5, Code - Demotica",US,unknown,unknown,unknown,,,,,2,0,1,9,3,0,0,0,0,15
ah5vvw,"Andrew A. Bonar, D.D., diary and letters","Bonar, Andrew A.",1894.0,letters and diary,US,m,US,,clergyman,432.0,177386.0,,0,0,1,0,0,1,1,0,0,3
32044004390001,Letters.,"Chao, Yuen Ren",1921.0,letters and diary,Peking,m,Chinese,-1892,linguist,28.0,15880.0,,0,0,1,0,0,2,1,0,0,4
32044004376976,History of education in India under the rule of the East India Company,"Basu, Baman Das",1922.0,"published in Calcutta, critical of British",Calcutta,m,Indian,1867-1930,"physician, nationalist, and historian",230.0,75370.0,,0,0,2,0,0,0,0,0,0,2
32044010165728,"The voice of freedom. : A selection from ""Irish freedom"" 1910-1913.",,1913.0,Irish periodical,Dublin,unknown,Irish,unknown,,166.0,54209.0,,0,0,2,0,0,0,0,0,0,2
32044010512408,Religious history of Japan : an outline with two appendices on the textual history of the Buddhist scriptures,"Anesaki, Masaharu",1907.0,Tokyo,Tokyo,m,Japanese,,intellectual and scholar,98.0,24944.0,,0,0,0,0,0,1,2,0,0,3
32044010530285,Shanghai; a handbook for travellers and residents to the chief objects of interest in and around the foreign settlements and native city.,"Darwent, Charles Ewart.",1920.0,published Peking,Peking,m,UK,-1858,"clergyman, author, and photographer",310.0,124000.0,,2,0,2,0,0,0,0,0,0,4
32044004598603,"Aether and matter; a development of the dynamical relations of the aether to material systems on the basis of the atomic constitution of matter, including a discussion of the influence of the earth's motion on optical phenomena, being an Adams prize essay in the University of Cambridge;","Larmor, Joseph",1900.0,Irish scientist,Dublin,m,Irish,-1857,mathematician,406.0,188978.0,,0,0,1,1,0,0,0,0,0,2
32044010396745,"The Indian eye on English life, or, Rambles of a pilgrim reformer","Malabari, Behramji M.",1891.0,Indian view of UK,Bombay,m,Indian,-1853,poet and social reformer,304.0,114629.0,,0,0,2,0,0,0,0,0,0,2
hn1k17,"The autobiography of a ""newspaper girl"" ...","Banks, Elizabeth L.",1902.0,working-class woman's narrative Ã or as close as I could get,US,f,US,1870-1938,journalist,338.0,117676.0,,0,0,3,0,1,0,0,0,0,4
brunerslavesadventurestowardfreedom1918,A Slave's Adventures Toward Freedom,"Bruner, Peter",1918.0,slave autobiography,US,m,US,1845-1938,soldier and writer,,,,0,0,0,0,0,1,2,0,0,3
britannica1911ab,Encyclopaedia Britannica 1911,,1911.0,encyclopedia,UK,,UK,,,,,,0,0,7,1,8,0,0,0,0,16
washingtonpost,The Washington Post,,1911.0,newspaper,US,,US,,,,,,0,0,4,0,0,0,0,0,0,4
RSLXIN,Poems,"Blackwell, Anna",1853.0,poetry,London,f,UK,1816-1900,journalist and spiritualist,,,,0,0,2,0,0,0,0,0,0,2
